﻿Consumeable_SlgPersonal,Consumables,ของใช้
ItemInfo_dlc九霄真经,"An extremely profound heart method Manual, divided into nine orifices and nine chapters, once mastered, all potential can be brought to the limit, reaching the realm of heaven and man.",เคล็ดคัมภีร์กำลังภายในอันยิ่งใหญ่ที่มีความลึกซึ้งอย่างยิ่ง แบ่งเป็น 9 ช่องและ 9 บท เมื่อฝึกจนชำนาญแล้ว จะสามารถปลดปล่อยศักยภาพทั้งหมดไปสู่จุดสุดยอด บรรลุถึงขั้นสูงสุดของมนุษย์
ItemInfo_dlc满江红,"Ye Pengju's final words written on the wall of the Supreme Court Prison, full of grandeur, loyalty, and heartfelt feelings.",คำพูดสุดท้ายของเย่เผิงจูที่เขียนบนผนังเรือนจำศาลต้าหลี่นั้นช่างดูสง่างาม เต็มไปด้วยความภักดีและความขุ่นเคือง ที่เขาได้เปิดเผยความรู้สึกในใจออกมา
ItemInfo_dlc圣火神功,"The secret skill of the Divine Flame Sect, it is said that only those who have learned the Holy Fire Divine Skill are qualified to succeed as the next Divine Flame Sect master.",วิทยายุทธลับของนิกายเพลิงศักดิ์สิทธิ์ ว่ากันว่าเฉพาะผู้ที่สำเร็จวิชาพลังเพลิงศักดิ์สิทธิ์เท่านั้น จึงจะมีคุณสมบัติที่เป็นประมุขคนต่อไปของนิกายเพลิงศักดิ์สิทธิ์
ItemInfo_dlc祈禳大法,"As long as there is a breath, you can Revitalization. It is a method of prolonging life that everyone in the rivers and lakes wants to get.",ตราบใดที่ยังมีลมหายใจอยู่ ก็ยังมีความหวังที่จะฟื้นคืนชีพได้เสมอ เป็นวิธีการยืดอายุที่ผู้คนทั่วหล้า ล้วนต้องการได้มาครอบครอง.
ItemInfo_dlc万民掌,"With a wave of the palm, the crowd surges! United as one, unstoppable!",เพียงแค่ขยับฝ่ามือ ทะเลคนก็คลุ้มคลั่ง! เมื่อประชาชนรวมใจเป็นหนึ่ง ไม่มีสิ่งใดหยุดยั้งได้!
ItemInfo_dlc无名剑法,"A sword technique whose name has been lost, a truly powerful sword technique does not need the name of the move to set it off.",ตำราวิชากระบี่ที่ชื่อเลื่อนหายไปแล้ว เป็นวิชากระบี่ที่ทรงพลังอย่างแท้จริง ไม่จำเป็นต้องอธิบายชื่อหรือกระบวนท่าใดๆ
ItemInfo_dlc蛮荒霸道斩,"A sword technique that is expansive and domineering, possessing the power to cleave the Primal Land.",วิทยายุทธดาบที่มีกระบวนท่าที่ใหญ่และกว้าง เต็มไปด้วยอำนาจที่น่ากลัว มีแรงพอที่จะเปิดโลกแยกดินแดนปฐมภูมิได้
ItemInfo_dlc百鸟朝凰枪,"It is said to be a profound spear technique created by the master of spears, Tong Yuan. Once you learn this spear technique, you can be called the ""King of Spears"".","ว่ากันว่าเป็นวิทยายุทธหอกอันล้ำลึกที่คิดค้นขึ้นโดยปรมาจารย์หอก ตงหยวน เมื่อเจ้าเรียนรู้วรยุทธหอกนี้แล้ว เจ้าสามารถถูกเรียกว่า ""ราชาแห่งหอก"""
ItemInfo_dlc分光流星刺,A record of the top assassination Martial Arts created by several generations of Assassin leaders.,บันทึกวิทยายุทธในการลอบสังหารระดับแนวหน้าที่สร้างขึ้นโดยผู้นำนักฆ่าหลายรุ่น
ItemInfo_dlc笑红尘,"Although this life is not over, the heart is not disturbed, laugh at the world, love and hate are all erased.",แม้ชีวิตนี้ยังไม่สิ้น แต่ใจกลับไม่วุ่นวายใดๆ ยิ้มให้กับโลกีย์ ความรักและความเกลียดชังถูกลบล้างหมดสิ้น
ItemInfo_dlc玛瑙,"A type of jade with patterns resembling a horse's brain, hence the name.\n<#d09a09>Usage: Gift</color>","ชาวเมืองฉานเชื่อว่าลวดลายของหินหยกสีนี้คล้ายกับสมองของม้า จึงเป็นที่มาของชื่อ\n<#d09a09>การใช้สำหรับ: ของขวัญ</color>"
ItemInfo_dlc猫眼石,"The light on the stone is as bright and flexible as a cat's eye, hence the name.\n<#d09a09>Usage: Gift</color>","หินที่มีแสงเหมือนตาแมวที่คล่องแคล่วและสดใส จึงได้รับชื่อนี้\n<#d09a09>ใช้สำหรับ: ของขวัญ</color>"
ItemInfo_dlc孔雀石,"An ancient and precious jade material, its color is identical to peacock feathers.\n<#d09a09>Usage: Gift</color>","วัสดุหยกโบราณอันล้ำค่า สีเดียวกับขนนกยูง\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_dlc天珠,"A very precious jade, produced in plateau areas.\n<#d09a09>Usage: Gift</color>","ผลิตจากพื้นที่ภูเขาสูง ไม้ที่มีค่าอย่างยิ่ง\n<#d09a09>ใช้สำหรับเป็นของขวัญ</color>"
ItemInfo_dlc武林凭证,"It is rumored that this item can be obtained in the Martial Arts Conference, and it seems that some people in the rivers and lakes are exchanging it for profound Martial Arts.",ลือกันว่าสามารถได้รับสิ่งนี้จากงานชุมนุมยุทธภพ และดูเหมือนว่าจะมีผู้คนในยุทธภพบางคน ใช้วิชาวรยุทธ์ขั้นสูงแลกเปลี่ยนสิ่งนี้มา
ItemInfo_dlc真·虚日鼠兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_dlc真·牛金牛兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_dlc真·尾火虎兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_dlc真·房日兔兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_dlc真·亢金龙兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_dlc真·翼火蛇兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_dlc真·星日马兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_dlc真·鬼金羊兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_dlc真·觜火猴兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_dlc真·昴日鸡兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_dlc真·娄金狗兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_dlc真·室火猪兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
FondTag_资源,Resources,ทรัพยากร
ItemName_dlc神机战匣,Secret Battle Box,กล่องสงครามเทวะ
ItemName_dlc吹雪,Fubuki,พายุหิมะ
ItemName_dlc斋心,Shinsai,หยกใจบริสุทธิ์
ItemName_dlc吹雪碎片1,Fubuki Part·One,พายุหิมะ ส่วนที่ 1
ItemName_dlc吹雪碎片2,Fubuki Part·Two,พายุหิมะ ส่วนที่ 2
ItemName_dlc吹雪碎片3,Fubuki Part·Three,พายุหิมะ ส่วนที่ 3
ItemName_dlc斋心碎片1,Shinsai Part·One,หยกใจบริสุทธิ์ ส่วนที่ 1
ItemName_dlc斋心碎片2,Shinsai Part·Two,หยกใจบริสุทธิ์ ส่วนที่ 2
ItemName_dlc斋心碎片3,Shinsai Part·Three,หยกใจบริสุทธิ์ ส่วนที่ 3
ItemName_dlc神机战匣碎片1,Secret Battle Box Part·One,กล่องสงครามเทวะ ส่วนที่ 1
ItemName_dlc神机战匣碎片2,Secret Battle Box Part·Two,กล่องสงครามเทวะ ส่วนที่ 2
ItemName_dlc神机战匣碎片3,Secret Battle Box Part·Three,กล่องสงครามเทวะ ส่วนที่ 3
ItemInfo_dlc神机战匣,"A masterpiece of craftsmanship, containing machinery, can be freely assembled into a hundred weapons to fight the enemy.",ประดิษฐ์อย่างชาญฉลาด มีการซ่อนกลไกภายใน สามารถประกอบเป็นอาวุธของหลายสำนัก เพื่อต่อสู้ได้ตามต้องการ
ItemInfo_dlc吹雪,"Impervious to swords and spears, blood does not stick, ordinary methods cannot harm it.",ไม่มีกระบี่หรือหอกใดสามารถทำอันตรายได้ แม้แต่เลือดก็ไม่สามารถเปื้อนได้ วิธีธรรมดาไม่สามารถสร้างรอยให้มันได้แม้แต่นิดเดียว
ItemInfo_dlc斋心,"Thousand-year-old jade, with extraordinary effects, wearing it can double the effect of martial arts practice.",หยกเขียวพันปี มีประสิทธิภาพพิเศษ เมื่อนำมาใส่แล้ว จะเพิ่มผลการฝึกฝนวรยุทธ์มากขึ้นเป็นเท่าตัว
ItemInfo_dlc吹雪碎片1,"One of the fragments that make up ""Fubuki"". It is said that collecting three fragments can form ""Fubuki"".",เป็นหนึ่งในชิ้นส่วนที่ประกอบขึ้นเป็น “พายุหิมะ” มีข่าวลือว่าหากรวบรวมชิ้นส่วนทั้งสามชิ้นจะสามารถสร้าง “พายุหิมะ” ได้
ItemInfo_dlc吹雪碎片2,"One of the fragments that make up ""Fubuki"". It is said that collecting three fragments can form ""Fubuki"".",เป็นหนึ่งในชิ้นส่วนที่ประกอบขึ้นเป็น “พายุหิมะ” มีข่าวลือว่าหากรวบรวมชิ้นส่วนทั้งสามชิ้นจะสามารถสร้าง “พายุหิมะ” ได้
ItemInfo_dlc吹雪碎片3,"One of the fragments that make up ""Fubuki"". It is said that collecting three fragments can form ""Fubuki"".",เป็นหนึ่งในชิ้นส่วนที่ประกอบขึ้นเป็น “พายุหิมะ” มีข่าวลือว่าหากรวบรวมชิ้นส่วนทั้งสามชิ้นจะสามารถสร้าง “พายุหิมะ” ได้
ItemInfo_dlc斋心碎片1,"One of the fragments that make up ""Shinsai"". It is said that collecting three fragments can form ""Shinsai"".",เป็นหนึ่งในชิ้นส่วนที่ประกอบขึ้นเป็น “หยกใจบริสุทธิ์” มีข่าวลือว่าหากรวบรวมชิ้นส่วนทั้งสามชิ้นจะสามารถสร้าง “หยกใจบริสุทธิ์” ได้
ItemInfo_dlc斋心碎片2,"One of the fragments that make up ""Shinsai"". It is said that collecting three fragments can form ""Shinsai"".",เป็นหนึ่งในชิ้นส่วนที่ประกอบขึ้นเป็น “หยกใจบริสุทธิ์” มีข่าวลือว่าหากรวบรวมชิ้นส่วนทั้งสามชิ้นจะสามารถสร้าง “หยกใจบริสุทธิ์” ได้
ItemInfo_dlc斋心碎片3,"One of the fragments that make up ""Shinsai"". It is said that collecting three fragments can form ""Shinsai"".",เป็นหนึ่งในชิ้นส่วนที่ประกอบขึ้นเป็น “หยกใจบริสุทธิ์” มีข่าวลือว่าหากรวบรวมชิ้นส่วนทั้งสามชิ้นจะสามารถสร้าง “หยกใจบริสุทธิ์” ได้
ItemInfo_dlc神机战匣碎片1,"One of the fragments that make up ""Secret Battle Box"". It is said that collecting three fragments can form ""Secret Battle Box"".",เป็นหนึ่งในชิ้นส่วนที่ประกอบขึ้นเป็น “กล่องสงครามเทวะ” มีข่าวลือว่าหากรวบรวมชิ้นส่วนทั้งสามชิ้น จะสามารถสร้าง “กล่องสงครามเทวะ” ได้
ItemInfo_dlc神机战匣碎片2,"One of the fragments that make up ""Secret Battle Box"". It is said that collecting three fragments can form ""Secret Battle Box"".",เป็นหนึ่งในชิ้นส่วนที่ประกอบขึ้นเป็น “กล่องสงครามเทวะ” มีข่าวลือว่าหากรวบรวมชิ้นส่วนทั้งสามชิ้น จะสามารถสร้าง “กล่องสงครามเทวะ” ได้
ItemInfo_dlc神机战匣碎片3,"One of the fragments that make up ""Secret Battle Box"". It is said that collecting three fragments can form ""Secret Battle Box"".",เป็นหนึ่งในชิ้นส่วนที่ประกอบขึ้นเป็น “กล่องสงครามเทวะ” มีข่าวลือว่าหากรวบรวมชิ้นส่วนทั้งสามชิ้น จะสามารถสร้าง “กล่องสงครามเทวะ” ได้
ItemName_dlc浩然令,Hao Ran Order,ป้ายคำสั่งฮ่าวหราน
ItemInfo_dlc浩然令,A certificate from the nameless hero to commend the Defender for his righteousness and contribution to the martial arts world.,ป้ายคำสั่งรับรองจากยอดยุทธ์ไร้นาม เพื่อชื่นชมผู้พิทักษ์ในการรักษาคุณธรรม และสร้างผลงานในยุทธภพ
ItemName_dlc凌霄,Piercing the Heavens,ล่องนภา
ItemName_dlc湛卢,Legendary Blade Zhan Lu,กระบี่จ้านหลู
ItemInfo_dlc凌霄,"The sect weapon of Langya Sword Pavilion, its Power is extraordinary.",อาวุธประจำสำนักของศาลากระบี่หลางหยา มีพลังที่ไม่ธรรมดา
ItemInfo_dlc湛卢,"The sword forged by Ouye Heng, its Power is beyond ordinary!",กระบี่ที่สร้างโดยโอวเย่เหิง มีพลังอันเกรียงไกรเหนือคำบรรยาย!
ItemName_dlc赝品神机战匣,An exceptionally heavy Secret Battle Box,กล่องสงครามเทวะที่หนักเป็นพิเศษ
ItemInfo_dlc赝品神机战匣,"Although it's a counterfeit, its Power is not to be underestimated.",แม้ว่าจะเป็นของปลอม แต่พลังของมันก็ไม่อาจมองข้ามได้
ItemName_dlc赝品吹雪,Rusty Fubuki,พายุหิมะขึ้นสนิม
ItemInfo_dlc赝品吹雪,"Although it's a counterfeit, its Power is not to be underestimated.",แม้ว่าจะเป็นของปลอม แต่พลังของมันก็ไม่อาจมองข้ามได้
ItemName_dlc赝品斋心,Discolored Shinsai,หยกใจบริสุทธิ์ที่เปลี่ยนสี
ItemInfo_dlc赝品斋心,"Although it's a counterfeit, its Power is not to be underestimated.",แม้ว่าจะเป็นของปลอม แต่พลังของมันก็ไม่อาจมองข้ามได้
